orig.ident	nReads	nGene	celltype
lung_SmartSeq2_Smart-seq2_A19.MAA000891.3_10_M.1.1	Smart-seq2	1646201	2648	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_C20.MAA000891.3_10_M.1.1	Smart-seq2	625825	1355	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_F13.MAA000891.3_10_M.1.1	Smart-seq2	1183513	2587	FB_adventitial
lung_SmartSeq2_Smart-seq2_C21.MAA000891.3_10_M.1.1	Smart-seq2	1552089	1930	NK
lung_SmartSeq2_Smart-seq2_A20.MAA000891.3_10_M.1.1	Smart-seq2	677885	2467	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_A21.MAA000891.3_10_M.1.1	Smart-seq2	437870	1104	Bcell
lung_SmartSeq2_Smart-seq2_A22.MAA000891.3_10_M.1.1	Smart-seq2	660167	1370	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_B3.MAA000891.3_10_M.1.1	Smart-seq2	36559	525	Epi_AT2
lung_SmartSeq2_Smart-seq2_D4.MAA000891.3_10_M.1.1	Smart-seq2	793335	4103	Epi_ciliated
lung_SmartSeq2_Smart-seq2_B9.MAA000891.3_10_M.1.1	Smart-seq2	153694	1360	FB_alveolar
lung_SmartSeq2_Smart-seq2_B11.MAA000891.3_10_M.1.1	Smart-seq2	535995	2899	FB_adventitial
lung_SmartSeq2_Smart-seq2_D18.MAA000891.3_10_M.1.1	Smart-seq2	935400	2092	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_B12.MAA000891.3_10_M.1.1	Smart-seq2	346371	2379	FB_adventitial
lung_SmartSeq2_Smart-seq2_D19.MAA000891.3_10_M.1.1	Smart-seq2	1370911	2447	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_D20.MAA000891.3_10_M.1.1	Smart-seq2	1141791	1780	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_I19.MAA000891.3_10_M.1.1	Smart-seq2	1958168	3212	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_L5.MAA000891.3_10_M.1.1	Smart-seq2	308847	2301	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N4.MAA000891.3_10_M.1.1	Smart-seq2	246791	1291	Endo_capillary
lung_SmartSeq2_Smart-seq2_P10.MAA000891.3_10_M.1.1	Smart-seq2	433422	3151	FB_adventitial
lung_SmartSeq2_Smart-seq2_B13.MAA000891.3_10_M.1.1	Smart-seq2	703163	2379	FB_adventitial
lung_SmartSeq2_Smart-seq2_G11.MAA000891.3_10_M.1.1	Smart-seq2	716531	3479	FB_adventitial
lung_SmartSeq2_Smart-seq2_I20.MAA000891.3_10_M.1.1	Smart-seq2	1821341	2469	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_L6.MAA000891.3_10_M.1.1	Smart-seq2	727062	3482	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_P11.MAA000891.3_10_M.1.1	Smart-seq2	174967	1555	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_G12.MAA000891.3_10_M.1.1	Smart-seq2	939784	3560	FB_adventitial
lung_SmartSeq2_Smart-seq2_I21.MAA000891.3_10_M.1.1	Smart-seq2	766915	843	Neutrophil
lung_SmartSeq2_Smart-seq2_L10.MAA000891.3_10_M.1.1	Smart-seq2	319219	1948	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_N6.MAA000891.3_10_M.1.1	Smart-seq2	175413	1265	Endo_capillary
lung_SmartSeq2_Smart-seq2_G14.MAA000891.3_10_M.1.1	Smart-seq2	712125	3059	FB_adventitial
lung_SmartSeq2_Smart-seq2_I22.MAA000891.3_10_M.1.1	Smart-seq2	1535765	1238	Neutrophil
lung_SmartSeq2_Smart-seq2_L19.MAA000891.3_10_M.1.1	Smart-seq2	1810526	2422	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N17.MAA000891.3_10_M.1.1	Smart-seq2	1351220	2514	FB_adventitial
lung_SmartSeq2_Smart-seq2_P17.MAA000891.3_10_M.1.1	Smart-seq2	119185	839	Endo_LEC
lung_SmartSeq2_Smart-seq2_G19.MAA000891.3_10_M.1.1	Smart-seq2	798407	2339	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J1.MAA000891.3_10_M.1.1	Smart-seq2	287913	1674	FB_alveolar
lung_SmartSeq2_Smart-seq2_L20.MAA000891.3_10_M.1.1	Smart-seq2	1379750	2538	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N19.MAA000891.3_10_M.1.1	Smart-seq2	1409073	2009	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_P19.MAA000891.3_10_M.1.1	Smart-seq2	1332132	2497	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N20.MAA000891.3_10_M.1.1	Smart-seq2	2975635	2774	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P20.MAA000891.3_10_M.1.1	Smart-seq2	866671	1442	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_G20.MAA000891.3_10_M.1.1	Smart-seq2	2873805	2924	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J2.MAA000891.3_10_M.1.1	Smart-seq2	258109	2111	FB_alveolar
lung_SmartSeq2_Smart-seq2_L21.MAA000891.3_10_M.1.1	Smart-seq2	1995542	1687	NK
lung_SmartSeq2_Smart-seq2_G21.MAA000891.3_10_M.1.1	Smart-seq2	3073557	2972	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J18.MAA000891.3_10_M.1.1	Smart-seq2	458939	887	Endo_capillary
lung_SmartSeq2_Smart-seq2_L22.MAA000891.3_10_M.1.1	Smart-seq2	1403499	1254	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_N21.MAA000891.3_10_M.1.1	Smart-seq2	1959430	1497	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_P21.MAA000891.3_10_M.1.1	Smart-seq2	822702	1107	Bcell
lung_SmartSeq2_Smart-seq2_G22.MAA000891.3_10_M.1.1	Smart-seq2	3430974	2641	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_M1.MAA000891.3_10_M.1.1	Smart-seq2	150670	1763	FB_alveolar
lung_SmartSeq2_Smart-seq2_J19.MAA000891.3_10_M.1.1	Smart-seq2	1930655	2858	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_P22.MAA000891.3_10_M.1.1	Smart-seq2	715801	774	Neutrophil
lung_SmartSeq2_Smart-seq2_N22.MAA000891.3_10_M.1.1	Smart-seq2	1851825	1024	Neutrophil
lung_SmartSeq2_Smart-seq2_J20.MAA000891.3_10_M.1.1	Smart-seq2	2204140	2701	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_O1.MAA000891.3_10_M.1.1	Smart-seq2	519429	2518	FB_alveolar
lung_SmartSeq2_Smart-seq2_J21.MAA000891.3_10_M.1.1	Smart-seq2	1222160	1157	NK
lung_SmartSeq2_Smart-seq2_M3.MAA000891.3_10_M.1.1	Smart-seq2	790076	2432	Epi_AT2
lung_SmartSeq2_Smart-seq2_J22.MAA000891.3_10_M.1.1	Smart-seq2	1555537	1413	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_M4.MAA000891.3_10_M.1.1	Smart-seq2	1064030	2434	Epi_AT2
lung_SmartSeq2_Smart-seq2_O5.MAA000891.3_10_M.1.1	Smart-seq2	125270	1319	Endo_capillary
lung_SmartSeq2_Smart-seq2_O6.MAA000891.3_10_M.1.1	Smart-seq2	120176	964	Endo_LEC
lung_SmartSeq2_Smart-seq2_H4.MAA000891.3_10_M.1.1	Smart-seq2	1033919	3367	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_H5.MAA000891.3_10_M.1.1	Smart-seq2	277862	1704	Endo_LEC
lung_SmartSeq2_Smart-seq2_K3.MAA000891.3_10_M.1.1	Smart-seq2	435389	1069	Epi_AT2
lung_SmartSeq2_Smart-seq2_M6.MAA000891.3_10_M.1.1	Smart-seq2	102262	966	Endo_capillary
lung_SmartSeq2_Smart-seq2_O7.MAA000891.3_10_M.1.1	Smart-seq2	139968	1190	Endo_capillary
lung_SmartSeq2_Smart-seq2_O13.MAA000891.3_10_M.1.1	Smart-seq2	379355	2213	FB_adventitial
lung_SmartSeq2_Smart-seq2_H6.MAA000891.3_10_M.1.1	Smart-seq2	202114	1421	Endo_LEC
lung_SmartSeq2_Smart-seq2_M12.MAA000891.3_10_M.1.1	Smart-seq2	1071753	3256	FB_adventitial
lung_SmartSeq2_Smart-seq2_H14.MAA000891.3_10_M.1.1	Smart-seq2	967607	3130	FB_adventitial
lung_SmartSeq2_Smart-seq2_K6.MAA000891.3_10_M.1.1	Smart-seq2	136456	1257	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K10.MAA000891.3_10_M.1.1	Smart-seq2	657693	3106	FB_adventitial
lung_SmartSeq2_Smart-seq2_M13.MAA000891.3_10_M.1.1	Smart-seq2	1497983	3712	FB_adventitial
lung_SmartSeq2_Smart-seq2_O19.MAA000891.3_10_M.1.1	Smart-seq2	942415	1459	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_O20.MAA000891.3_10_M.1.1	Smart-seq2	178767	917	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_F18.MAA000891.3_10_M.1.1	Smart-seq2	532910	1330	Endo_LEC
lung_SmartSeq2_Smart-seq2_H19.MAA000891.3_10_M.1.1	Smart-seq2	2094498	3237	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_K11.MAA000891.3_10_M.1.1	Smart-seq2	542974	2327	FB_adventitial
lung_SmartSeq2_Smart-seq2_F19.MAA000891.3_10_M.1.1	Smart-seq2	1831558	2981	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_H20.MAA000891.3_10_M.1.1	Smart-seq2	932884	1810	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_K12.MAA000891.3_10_M.1.1	Smart-seq2	690374	2877	FB_adventitial
lung_SmartSeq2_Smart-seq2_F20.MAA000891.3_10_M.1.1	Smart-seq2	445810	1105	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_O21.MAA000891.3_10_M.1.1	Smart-seq2	2699401	2160	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_H21.MAA000891.3_10_M.1.1	Smart-seq2	1973552	2185	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_K18.MAA000891.3_10_M.1.1	Smart-seq2	683256	522	Endo_capillary
lung_SmartSeq2_Smart-seq2_M18.MAA000891.3_10_M.1.1	Smart-seq2	1258489	1805	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_O22.MAA000891.3_10_M.1.1	Smart-seq2	1045355	1085	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_F21.MAA000891.3_10_M.1.1	Smart-seq2	1521793	2217	NK
lung_SmartSeq2_Smart-seq2_H22.MAA000891.3_10_M.1.1	Smart-seq2	1344461	1783	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_K19.MAA000891.3_10_M.1.1	Smart-seq2	865668	1493	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_M19.MAA000891.3_10_M.1.1	Smart-seq2	1522833	2285	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P1.MAA000891.3_10_M.1.1	Smart-seq2	141536	1468	FB_alveolar
lung_SmartSeq2_Smart-seq2_F22.MAA000891.3_10_M.1.1	Smart-seq2	1379419	1664	NK
lung_SmartSeq2_Smart-seq2_K20.MAA000891.3_10_M.1.1	Smart-seq2	2809274	2990	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_M20.MAA000891.3_10_M.1.1	Smart-seq2	3106601	2871	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P2.MAA000891.3_10_M.1.1	Smart-seq2	198247	1860	FB_alveolar
lung_SmartSeq2_Smart-seq2_I2.MAA000891.3_10_M.1.1	Smart-seq2	729472	3182	FB_alveolar
lung_SmartSeq2_Smart-seq2_K21.MAA000891.3_10_M.1.1	Smart-seq2	1483111	1279	NK
lung_SmartSeq2_Smart-seq2_M21.MAA000891.3_10_M.1.1	Smart-seq2	75907	1210	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I5.MAA000891.3_10_M.1.1	Smart-seq2	605431	2632	Epi_AT2
lung_SmartSeq2_Smart-seq2_K22.MAA000891.3_10_M.1.1	Smart-seq2	2364329	2470	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N1.MAA000891.3_10_M.1.1	Smart-seq2	191371	1467	FB_alveolar
lung_SmartSeq2_Smart-seq2_P5.MAA000891.3_10_M.1.1	Smart-seq2	62989	950	Endo_capillary
lung_SmartSeq2_Smart-seq2_I13.MAA000891.3_10_M.1.1	Smart-seq2	942493	3554	FB_adventitial
lung_SmartSeq2_Smart-seq2_L1.MAA000891.3_10_M.1.1	Smart-seq2	172166	1441	Pericyte
lung_SmartSeq2_Smart-seq2_N2.MAA000891.3_10_M.1.1	Smart-seq2	366181	1937	FB_alveolar
lung_SmartSeq2_Smart-seq2_B9.MAA001847.3_39_F.1.1	Smart-seq2	271907	4242	Epi_ciliated
lung_SmartSeq2_Smart-seq2_D9.MAA001847.3_39_F.1.1	Smart-seq2	417970	4807	Epi_AT2
lung_SmartSeq2_Smart-seq2_B16.MAA001847.3_39_F.1.1	Smart-seq2	88907	1565	FB_alveolar
lung_SmartSeq2_Smart-seq2_D10.MAA001847.3_39_F.1.1	Smart-seq2	211290	2542	FB_alveolar
lung_SmartSeq2_Smart-seq2_B17.MAA001847.3_39_F.1.1	Smart-seq2	222385	3055	FB_alveolar
lung_SmartSeq2_Smart-seq2_D15.MAA001847.3_39_F.1.1	Smart-seq2	186896	2649	FB_alveolar
lung_SmartSeq2_Smart-seq2_B18.MAA001847.3_39_F.1.1	Smart-seq2	54804	1130	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_D16.MAA001847.3_39_F.1.1	Smart-seq2	148934	2569	FB_alveolar
lung_SmartSeq2_Smart-seq2_B21.MAA001847.3_39_F.1.1	Smart-seq2	58174	1366	Bcell
lung_SmartSeq2_Smart-seq2_D19.MAA001847.3_39_F.1.1	Smart-seq2	63782	1472	Endo_capillary
lung_SmartSeq2_Smart-seq2_A1.MAA001847.3_39_F.1.1	Smart-seq2	75987	1760	Endo_capillary
lung_SmartSeq2_Smart-seq2_B22.MAA001847.3_39_F.1.1	Smart-seq2	272368	3571	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_E2.MAA001847.3_39_F.1.1	Smart-seq2	255010	2955	DC_cDC2
lung_SmartSeq2_Smart-seq2_E5.MAA001847.3_39_F.1.1	Smart-seq2	136894	2549	DC_cDC2
lung_SmartSeq2_Smart-seq2_A2.MAA001847.3_39_F.1.1	Smart-seq2	51540	1169	Bcell
lung_SmartSeq2_Smart-seq2_C1.MAA001847.3_39_F.1.1	Smart-seq2	188017	2592	Epi_AT2
lung_SmartSeq2_Smart-seq2_E9.MAA001847.3_39_F.1.1	Smart-seq2	259403	3215	Epi_AT2
lung_SmartSeq2_Smart-seq2_A4.MAA001847.3_39_F.1.1	Smart-seq2	131095	2410	Epi_AT2
lung_SmartSeq2_Smart-seq2_C2.MAA001847.3_39_F.1.1	Smart-seq2	171600	2347	Epi_AT2
lung_SmartSeq2_Smart-seq2_A5.MAA001847.3_39_F.1.1	Smart-seq2	253480	3352	FB_adventitial
lung_SmartSeq2_Smart-seq2_C3.MAA001847.3_39_F.1.1	Smart-seq2	287275	3039	Epi_AT2
lung_SmartSeq2_Smart-seq2_E12.MAA001847.3_39_F.1.1	Smart-seq2	223772	3541	FB_alveolar
lung_SmartSeq2_Smart-seq2_A6.MAA001847.3_39_F.1.1	Smart-seq2	169788	2600	Epi_AT2
lung_SmartSeq2_Smart-seq2_C4.MAA001847.3_39_F.1.1	Smart-seq2	53962	688	Epi_AT2
lung_SmartSeq2_Smart-seq2_E14.MAA001847.3_39_F.1.1	Smart-seq2	120276	1827	FB_alveolar
lung_SmartSeq2_Smart-seq2_A7.MAA001847.3_39_F.1.1	Smart-seq2	161311	2089	Epi_AT2
lung_SmartSeq2_Smart-seq2_C5.MAA001847.3_39_F.1.1	Smart-seq2	384313	3885	DC_cDC1
lung_SmartSeq2_Smart-seq2_E15.MAA001847.3_39_F.1.1	Smart-seq2	109609	2218	FB_alveolar
lung_SmartSeq2_Smart-seq2_A8.MAA001847.3_39_F.1.1	Smart-seq2	46505	1490	Epi_ciliated
lung_SmartSeq2_Smart-seq2_C6.MAA001847.3_39_F.1.1	Smart-seq2	331142	3333	Epi_AT2
lung_SmartSeq2_Smart-seq2_E16.MAA001847.3_39_F.1.1	Smart-seq2	102556	2197	Pericyte
lung_SmartSeq2_Smart-seq2_A9.MAA001847.3_39_F.1.1	Smart-seq2	251709	2895	Epi_AT2
lung_SmartSeq2_Smart-seq2_C8.MAA001847.3_39_F.1.1	Smart-seq2	296611	2904	Epi_AT2
lung_SmartSeq2_Smart-seq2_E17.MAA001847.3_39_F.1.1	Smart-seq2	182325	2778	FB_alveolar
lung_SmartSeq2_Smart-seq2_A10.MAA001847.3_39_F.1.1	Smart-seq2	102665	2262	Pericyte
lung_SmartSeq2_Smart-seq2_C11.MAA001847.3_39_F.1.1	Smart-seq2	162015	2295	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_A16.MAA001847.3_39_F.1.1	Smart-seq2	122254	2077	FB_alveolar
lung_SmartSeq2_Smart-seq2_C14.MAA001847.3_39_F.1.1	Smart-seq2	72125	2090	FB_alveolar
lung_SmartSeq2_Smart-seq2_E18.MAA001847.3_39_F.1.1	Smart-seq2	208002	2725	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_E19.MAA001847.3_39_F.1.1	Smart-seq2	271127	3235	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_A18.MAA001847.3_39_F.1.1	Smart-seq2	42033	1227	Endo_capillary
lung_SmartSeq2_Smart-seq2_C16.MAA001847.3_39_F.1.1	Smart-seq2	227147	3490	FB_adventitial
lung_SmartSeq2_Smart-seq2_F1.MAA001847.3_39_F.1.1	Smart-seq2	137808	2435	DC_cDC1
lung_SmartSeq2_Smart-seq2_A19.MAA001847.3_39_F.1.1	Smart-seq2	161686	2278	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_C18.MAA001847.3_39_F.1.1	Smart-seq2	234111	2818	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_A20.MAA001847.3_39_F.1.1	Smart-seq2	44513	1181	Endo_capillary
lung_SmartSeq2_Smart-seq2_C19.MAA001847.3_39_F.1.1	Smart-seq2	133003	2261	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_B1.MAA001847.3_39_F.1.1	Smart-seq2	49858	1282	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_C21.MAA001847.3_39_F.1.1	Smart-seq2	76965	1743	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_B2.MAA001847.3_39_F.1.1	Smart-seq2	70298	1566	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_D1.MAA001847.3_39_F.1.1	Smart-seq2	55731	1510	Endo_capillary
lung_SmartSeq2_Smart-seq2_B3.MAA001847.3_39_F.1.1	Smart-seq2	124728	1812	Epi_AT2
lung_SmartSeq2_Smart-seq2_D2.MAA001847.3_39_F.1.1	Smart-seq2	195631	2739	DC_cDC1
lung_SmartSeq2_Smart-seq2_B4.MAA001847.3_39_F.1.1	Smart-seq2	212309	2959	Epi_AT2
lung_SmartSeq2_Smart-seq2_D4.MAA001847.3_39_F.1.1	Smart-seq2	209330	2450	Epi_AT2
lung_SmartSeq2_Smart-seq2_B5.MAA001847.3_39_F.1.1	Smart-seq2	276136	2610	DC_cDC3
lung_SmartSeq2_Smart-seq2_D5.MAA001847.3_39_F.1.1	Smart-seq2	207104	3099	DC_cDC1
lung_SmartSeq2_Smart-seq2_B6.MAA001847.3_39_F.1.1	Smart-seq2	178606	2712	DC_cDC1
lung_SmartSeq2_Smart-seq2_D8.MAA001847.3_39_F.1.1	Smart-seq2	178897	3412	Epi_ciliated
lung_SmartSeq2_Smart-seq2_M14.MAA001847.3_39_F.1.1	Smart-seq2	356429	2763	FB_alveolar
lung_SmartSeq2_Smart-seq2_N22.MAA001847.3_39_F.1.1	Smart-seq2	72620	1126	Bcell
lung_SmartSeq2_Smart-seq2_P6.MAA001847.3_39_F.1.1	Smart-seq2	588981	2977	Epi_AT2
lung_SmartSeq2_Smart-seq2_F13.MAA001847.3_39_F.1.1	Smart-seq2	425156	2953	FB_alveolar
lung_SmartSeq2_Smart-seq2_H6.MAA001847.3_39_F.1.1	Smart-seq2	636266	4520	Epi_AT2
lung_SmartSeq2_Smart-seq2_I19.MAA001847.3_39_F.1.1	Smart-seq2	295197	2734	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_K14.MAA001847.3_39_F.1.1	Smart-seq2	289548	1775	FB_alveolar
lung_SmartSeq2_Smart-seq2_I21.MAA001847.3_39_F.1.1	Smart-seq2	205331	2166	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_K16.MAA001847.3_39_F.1.1	Smart-seq2	402066	2655	FB_alveolar
lung_SmartSeq2_Smart-seq2_M15.MAA001847.3_39_F.1.1	Smart-seq2	455646	3135	FB_alveolar
lung_SmartSeq2_Smart-seq2_O1.MAA001847.3_39_F.1.1	Smart-seq2	495388	3363	Epi_AT2
lung_SmartSeq2_Smart-seq2_P8.MAA001847.3_39_F.1.1	Smart-seq2	89972	1640	Epi_ciliated
lung_SmartSeq2_Smart-seq2_F15.MAA001847.3_39_F.1.1	Smart-seq2	314430	2824	FB_alveolar
lung_SmartSeq2_Smart-seq2_H8.MAA001847.3_39_F.1.1	Smart-seq2	248956	2706	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I22.MAA001847.3_39_F.1.1	Smart-seq2	221946	1914	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_K17.MAA001847.3_39_F.1.1	Smart-seq2	332426	2879	Pericyte
lung_SmartSeq2_Smart-seq2_M17.MAA001847.3_39_F.1.1	Smart-seq2	268090	2134	FB_alveolar
lung_SmartSeq2_Smart-seq2_O2.MAA001847.3_39_F.1.1	Smart-seq2	229934	2263	DC_cDC1
lung_SmartSeq2_Smart-seq2_P9.MAA001847.3_39_F.1.1	Smart-seq2	592983	3225	Epi_AT2
lung_SmartSeq2_Smart-seq2_F16.MAA001847.3_39_F.1.1	Smart-seq2	296103	2026	FB_alveolar
lung_SmartSeq2_Smart-seq2_H9.MAA001847.3_39_F.1.1	Smart-seq2	582129	3558	Epi_AT2
lung_SmartSeq2_Smart-seq2_F17.MAA001847.3_39_F.1.1	Smart-seq2	591670	3279	FB_alveolar
lung_SmartSeq2_Smart-seq2_H10.MAA001847.3_39_F.1.1	Smart-seq2	437676	2918	FB_alveolar
lung_SmartSeq2_Smart-seq2_J1.MAA001847.3_39_F.1.1	Smart-seq2	141528	1968	Endo_capillary
lung_SmartSeq2_Smart-seq2_K20.MAA001847.3_39_F.1.1	Smart-seq2	399793	1920	DC_cDC2
lung_SmartSeq2_Smart-seq2_M18.MAA001847.3_39_F.1.1	Smart-seq2	437305	3016	FB_alveolar
lung_SmartSeq2_Smart-seq2_O3.MAA001847.3_39_F.1.1	Smart-seq2	186101	1716	Epi_AT2
lung_SmartSeq2_Smart-seq2_P10.MAA001847.3_39_F.1.1	Smart-seq2	319491	2317	FB_alveolar
lung_SmartSeq2_Smart-seq2_G1.MAA001847.3_39_F.1.1	Smart-seq2	504592	5044	Epi_ciliated
lung_SmartSeq2_Smart-seq2_H13.MAA001847.3_39_F.1.1	Smart-seq2	661558	3449	FB_alveolar
lung_SmartSeq2_Smart-seq2_J2.MAA001847.3_39_F.1.1	Smart-seq2	374009	2773	Bcell
lung_SmartSeq2_Smart-seq2_K21.MAA001847.3_39_F.1.1	Smart-seq2	609180	3222	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_M19.MAA001847.3_39_F.1.1	Smart-seq2	182986	1610	Bcell
lung_SmartSeq2_Smart-seq2_O4.MAA001847.3_39_F.1.1	Smart-seq2	497096	3023	Epi_AT2
lung_SmartSeq2_Smart-seq2_G3.MAA001847.3_39_F.1.1	Smart-seq2	355593	3540	DC_cDC1
lung_SmartSeq2_Smart-seq2_H14.MAA001847.3_39_F.1.1	Smart-seq2	334438	2740	FB_alveolar
lung_SmartSeq2_Smart-seq2_J4.MAA001847.3_39_F.1.1	Smart-seq2	261040	3278	Epi_ciliated
lung_SmartSeq2_Smart-seq2_L4.MAA001847.3_39_F.1.1	Smart-seq2	606636	3046	Epi_AT2
lung_SmartSeq2_Smart-seq2_M20.MAA001847.3_39_F.1.1	Smart-seq2	295995	2196	Endo_capillary
lung_SmartSeq2_Smart-seq2_O5.MAA001847.3_39_F.1.1	Smart-seq2	322469	2926	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P16.MAA001847.3_39_F.1.1	Smart-seq2	258922	2278	FB_alveolar
lung_SmartSeq2_Smart-seq2_O6.MAA001847.3_39_F.1.1	Smart-seq2	550819	3161	Epi_AT2
lung_SmartSeq2_Smart-seq2_P17.MAA001847.3_39_F.1.1	Smart-seq2	428854	2740	FB_alveolar
lung_SmartSeq2_Smart-seq2_G4.MAA001847.3_39_F.1.1	Smart-seq2	640715	3185	DC_cDC3
lung_SmartSeq2_Smart-seq2_H16.MAA001847.3_39_F.1.1	Smart-seq2	262496	2865	FB_alveolar
lung_SmartSeq2_Smart-seq2_J5.MAA001847.3_39_F.1.1	Smart-seq2	486803	2759	DC_cDC3
lung_SmartSeq2_Smart-seq2_L7.MAA001847.3_39_F.1.1	Smart-seq2	349241	2833	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_M22.MAA001847.3_39_F.1.1	Smart-seq2	408877	2486	Endo_capillary
lung_SmartSeq2_Smart-seq2_O7.MAA001847.3_39_F.1.1	Smart-seq2	462101	3689	Epi_AT2
lung_SmartSeq2_Smart-seq2_P18.MAA001847.3_39_F.1.1	Smart-seq2	117725	1366	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_G5.MAA001847.3_39_F.1.1	Smart-seq2	375844	3241	DC_cDC1
lung_SmartSeq2_Smart-seq2_H17.MAA001847.3_39_F.1.1	Smart-seq2	364909	3276	FB_alveolar
lung_SmartSeq2_Smart-seq2_J7.MAA001847.3_39_F.1.1	Smart-seq2	241997	2166	Endo_capillary
lung_SmartSeq2_Smart-seq2_L8.MAA001847.3_39_F.1.1	Smart-seq2	254009	1827	Epi_AT2
lung_SmartSeq2_Smart-seq2_N2.MAA001847.3_39_F.1.1	Smart-seq2	613817	2676	Epi_AT2
lung_SmartSeq2_Smart-seq2_G6.MAA001847.3_39_F.1.1	Smart-seq2	791058	2435	DC_cDC1
lung_SmartSeq2_Smart-seq2_H20.MAA001847.3_39_F.1.1	Smart-seq2	207235	1803	Bcell
lung_SmartSeq2_Smart-seq2_G8.MAA001847.3_39_F.1.1	Smart-seq2	641600	3196	Bcell
lung_SmartSeq2_Smart-seq2_H21.MAA001847.3_39_F.1.1	Smart-seq2	342327	2263	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_J10.MAA001847.3_39_F.1.1	Smart-seq2	602231	3172	FB_alveolar
lung_SmartSeq2_Smart-seq2_L12.MAA001847.3_39_F.1.1	Smart-seq2	458688	3107	FB_alveolar
lung_SmartSeq2_Smart-seq2_N4.MAA001847.3_39_F.1.1	Smart-seq2	603661	3986	Epi_AT2
lung_SmartSeq2_Smart-seq2_O9.MAA001847.3_39_F.1.1	Smart-seq2	375093	2648	DC_cDC1
lung_SmartSeq2_Smart-seq2_P19.MAA001847.3_39_F.1.1	Smart-seq2	131576	1470	Bcell
